OBJECTID,TYPE,LOCATION,STATUS,ST_ID,MATERIAL,MAP_MILES,WIDTH_FT,ST_TYPE,ST_TONAGE,TRAIL_NAME,OWNER,ADA,GWSTATUS,TRAILHEAD_,GlobalID,SHAPE_Leng
"1",Trail,Wakefield Trail,Existing,NA,Gravel,0.172757010000000,5.000000000000000,NA,0.000000000000000,Wakefield Trail,COR,NO,OPEN,"377",{45389098-0B82-4D7B-8057-863682761013},0.002528154837404
"2",Trail,Wakefield Trail,Existing,NA,Asphalt,0.341005920000000,8.000000000000000,NA,0.000000000000000,Wakefield Trail,COR,NO,OPEN,"375",{66E2A40F-F8A0-43B3-A5A5-6ADF833BFDAD},0.005147724513673
"3",Trail,Wakefield Trail,Existing,NA,Asphalt,0.292243450000000,8.000000000000000,NA,0.000000000000000,Wakefield Trail,COR,NO,OPEN,"373",{EBA4A486-62FD-4A2D-A16C-EA3BF44F5DD9},0.004544138378630
"4",Trail,Wakefield Trail,Existing,NA,Asphalt,0.488144130000000,8.000000000000000,NA,0.000000000000000,Wakefield Trail,COR,NO,OPEN,"374",{8FE6EBC5-5196-4E72-A417-41702F96E137},0.007527829256979
"5",Trail,Neuse River Trail,Existing,NA,Asphalt,1.182360610000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"299",{BA2FB4A0-8E35-4F6F-9A43-7457B21E5531},0.018560231146336
"6",Trail,Neuse River Trail,Existing,NA,Asphalt,0.155356610000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{4315DF5B-3094-46ED-9F14-8EF5451C2B53},0.002264856542886
"7",Trail,Neuse River Trail,Existing,NA,Asphalt,0.141554290000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"299",{28D1B543-F376-4E14-A828-52813BCD8E6E},0.002096310549748
"8",Trail,3516 Falls River Ave,Existing,NA,Concrete,0.142113150000000,6.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,NO,OPEN,"301",{A358239E-2F95-425B-9B4D-EF1D2CDFC1C9},0.002182859453881
"9",Trail,3516 Falls River Ave,Existing,NA,Asphalt,0.069636790000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,NO,OPEN,"299",{FA6DA453-04DE-42BE-B1E3-15E094D70B9B},0.001085409205752
"10",Trail,Neuse River Trail,Existing,NA,Asphalt,0.065748950000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"286",{30750DD5-8D4B-4F10-AFE8-30D992AD422B},0.001095085169903
"11",Trail,Neuse River Trail,Existing,NA,Concrete,0.023585660000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"284",{BD24DD8A-D53D-41A8-B55B-E67F03BFB0A8},0.000414592401504
"12",Trail,Durant Segment,Existing,NA,Asphalt,0.712148440000000,10.000000000000000,NA,0.000000000000000,Simms Branch Trail,COR,YES,OPEN,"92",{F8937EB9-A266-4AC7-96D1-694A268640E7},0.011659223736270
"13",Trail,Durant Segment,Existing,NA,Asphalt,0.212048280000000,10.000000000000000,NA,0.000000000000000,Simms Branch Trail,COR,NO,OPEN,"95",{F4225D9D-D20A-4498-805F-690ACE20D73F},0.003574896766498
"14",Trail,Durant Segment,Existing,NA,Asphalt,0.254190410000000,10.000000000000000,NA,0.000000000000000,Simms Branch Trail,COR,YES,OPEN,"97",{D4A5F706-C717-4386-9E19-B62BBB776F9C},0.004300639822036
"15",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.273213740000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"12",{64E89949-BFC7-4A91-AC6C-67824ECD06F7},0.004520148481392
"16",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.866739630000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"11",{F7697E47-D756-42CD-A43F-7B78698DBA92},0.014351666776599
"17",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.087736740000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{3E401041-6A3D-4F17-BC5E-514103F50B70},0.001526211778639
"18",Structure,Abbotts Creek Trail - # 204,Existing,"204",Wood Decking,0.075322360000000,10.000000000000000,Boardwalk,5.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{5176C1B2-5E96-4E80-835A-D041C8A9A0B7},0.001292064847304
"19",Structure,Abbotts Creek Trail - # 205,Existing,"205",Wood Decking,0.118496540000000,10.000000000000000,Boardwalk,5.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{2D08E075-4BD5-4B2C-9078-06999A546310},0.002037676437620
"20",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.107474220000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"282",{7EBD1B75-C348-4FBA-A76F-8F0F24FDFEF1},0.001860335371119
"21",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.277415270000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"282",{14872856-FDC0-4CDC-B736-8F74C3F7F07C},0.004443466398065
"22",Structure,Abbotts Creek Trail - # 203,Existing,"203",Wood Decking,0.030452000000000,10.000000000000000,Boardwalk,5.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"282",{0E92C7DB-2B21-40DB-8399-A159FFD00BCC},0.000542894910140
"23",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.111076220000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{C2A18458-54D7-40A6-9CE3-3205A33AA55C},0.001792789133600
"24",Trail,Abbotts Creek Trail,Existing,NA,Concrete,0.112156430000000,5.000000000000000,Sidewalk,0.000000000000000,Abbotts Creek Trail,COR,NO,OPEN,"13",{42FD17E7-ED3A-4E0B-B1C7-DA2CBC6171D2},0.001762328679270
"25",Structure,Abbotts Creek Trail - # 206,Existing,"206",Metal,0.009522680000000,10.000000000000000,Bridge,5.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{C2607875-D224-4ED0-862F-26AD1A2EAB4B},0.000169745351442
"26",Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.195510680000000,10.000000000000000,NA,0.000000000000000,Abbotts Creek Trail,COR,YES,OPEN,"14",{C4F6F941-71DB-4581-9D14-3BB4D1CDA050},0.003348304854117
"27",Trail,Neuse River Trail,Existing,NA,Asphalt,0.235986110000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"314",{E6A9FDA4-F6AC-4420-AD1A-FDCA6E41F78E},0.003901487471427
"28",Trail,Neuse River Trail,Existing,NA,Asphalt,0.131466260000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"308",{40582550-AE2A-498A-8FED-3DDA869E8FC3},0.002005701299839
"29",Trail,Neuse River Trail,Existing,NA,Asphalt,1.407693730000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"308",{6ECADF88-23B9-4C6D-BB24-44ED1A5E57DD},0.021398231377362
"30",Trail,Neuse River Trail,Existing,NA,Asphalt,0.251999680000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"305",{C505F715-FAF3-45B7-AF17-F814F7A5B486},0.003706443461066
"31",Trail,Neuse River Trail,Existing,NA,Asphalt,0.215223860000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"305",{46FB4146-AFDD-4778-ACA9-F2D7F38E5ED0},0.003327277175953
"32",Structure,Neuse River Trail - # 212,Existing,"212",Metal,0.009470250000000,10.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"305",{2B1DAA78-35AC-49A0-84F7-4587EE4637A7},0.000167352789418
"33",Trail,Neuse River Trail,Existing,NA,Asphalt,0.593823140000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"305",{F97201D1-BA07-423D-B315-B94058F9F580},0.010255911871428
"34",Structure,Neuse River Trail - # 211,Existing,"211",Wood Decking,0.039087310000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"305",{0161B1D8-12CB-4D11-A17E-072B1AFECDE0},0.000645030523475
"35",Trail,Neuse River Trail,Existing,NA,Asphalt,0.162241610000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{937D5B67-BC3C-4B94-9054-839415EE898F},0.002751927049551
"36",Structure,Neuse River Trail - # 210,Existing,"210",Wood Decking,0.012404980000000,10.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{88216570-EA1F-4C02-872E-03ECEEC70E5C},0.000220865127361
"37",Trail,Neuse River Trail,Existing,NA,Asphalt,0.073540440000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{A244CA88-E217-4A2C-8142-369FD741583B},0.001182425618219
"38",Structure,Neuse River Trail - # 208,Existing,"208",Metal,0.009428930000000,10.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{67A73CE4-707C-4ADE-A010-D33CA0D6D67C},0.000152159349954
"39",Trail,Neuse River Trail,Existing,NA,Asphalt,0.152482670000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{5AB5CBBF-7B25-496D-B29A-620597B1814C},0.002333358341512
"40",Structure,Neuse River Trail - # 207,Existing,"207",Metal,0.020758790000000,10.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{35313D2F-D875-46FA-A26C-4834AA81BB4A},0.000303310422915
"41",Trail,Neuse River Trail,Existing,NA,Asphalt,0.226424810000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{C88DAC07-D39D-4EE9-AE71-C1B15AFE04A1},0.003323871477254
"42",Trail,Neuse River Trail,Existing,NA,Concrete,0.093532260000000,6.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,NO,OPEN,"281",{8BACA2A9-1991-4689-88E7-EC5701BA4269},0.001505115535040
"43",Structure,Neuse River Trail - # 202,Existing,"202",Wood Decking,0.027290710000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"282",{D21EFA06-D634-44BD-9482-4532E364403E},0.000485342211844
"44",Structure,Neuse River Trail - # 231,Existing,"231",Metal,0.016099380000000,11.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{743F2177-1078-4223-984D-5BEF139341FB},0.000279899356242
"45",Trail,Neuse River Trail,Existing,NA,Asphalt,0.217197570000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{361F5730-B762-4890-879A-218EED0DFB0E},0.003646906210677
"46",Structure,Neuse River Trail - # 230,Existing,"230",Wood Decking,0.019066100000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{39BD8F87-517C-4781-BEC7-D14438152EAD},0.000304134090577
"47",Trail,Neuse River Trail,Existing,NA,Asphalt,0.209779730000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{ECE32E00-9AB2-4BA2-9811-F4DB63D72961},0.003217103207726
"48",Staff Access,Maintenance access at 6890 Perry Creek Rd,Maintenance,NA,Unknown,0.135742620000000,10.000000000000000,NA,,Neuse River Trail,COR,NO,OPEN,"313",{D11C6855-0452-44D2-B0EB-5CC029AC5266},0.002366902431017
"49",Structure,Neuse River Trail - # 229,Existing,"229",Wood Decking,0.020836180000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{961B9A6E-305E-4D3F-875C-74A0219D3CE1},0.000322287959742
"50",Trail,Neuse River Trail,Existing,NA,Asphalt,0.311550580000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{7C328029-C14F-4015-BE21-DE585E1B753F},0.004755888948869
"51",Structure,Neuse River Trail - # 228,Existing,"228",Wood Decking,0.003787480000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{A0340978-90D8-4BC8-86FD-A6C2E4F32367},0.000058275340394
"52",Trail,Neuse River Trail,Existing,NA,Asphalt,0.117419890000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{F53C6159-7B58-4FA5-911E-65AA4B3878FE},0.001877791555219
"53",Trail,Neuse River Trail,Existing,NA,Asphalt,0.113358640000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{A1CC0698-1652-4F84-80E4-3297BEE969A2},0.001854307754101
"54",Structure,Neuse River Trail - # 227,Existing,"227",Wood Decking,0.075758260000000,11.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{247FAACD-0AFE-49E5-85C6-9A738075AF9F},0.001280425927161
"55",Trail,Neuse River Trail,Existing,NA,Asphalt,0.169121220000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{EE499A6A-550B-45D3-B631-CC2A38D7A092},0.002769507156330
"56",Structure,Neuse River Trail - # 226,Existing,"226",Wood Decking,0.007575240000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{CD9982E3-C26A-4204-B466-D190C1F4C16A},0.000120854737660
"57",Trail,Neuse River Trail,Existing,NA,Asphalt,0.194304910000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"291",{E719EFE9-EACD-4A34-848C-3BB7624A6545},0.002936436922641
"58",Structure,Neuse River Trail - # 220,Existing,"220",Wood Decking,0.086384670000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{27FBC551-B90A-484A-AC7B-08E77F3BA684},0.001335041568454
"59",Trail,Neuse River Trail,Existing,NA,Asphalt,0.430155110000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{231F32F6-272B-472C-8855-E8FF67E18EAA},0.006777807944292
"60",Structure,Neuse River Trail - # 225,Existing,"225",Wood Decking,0.005681810000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{A0A9714F-FF3E-49FB-AE74-F41944DB8EE7},0.000087408116785
"61",Trail,Neuse River Trail,Existing,NA,Asphalt,0.158113700000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{62B07B61-C470-4D80-9535-1124CF173E5B},0.002409472214590
"62",Structure,Neuse River Trail - # 221,Existing,"221",Wood Decking,0.028532300000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{B225A2EC-3F3D-4ABA-B3B2-DB8E409E32FB},0.000492598772455
"63",Trail,Neuse River Trail,Existing,NA,Asphalt,0.069822470000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{B7E630D0-5D13-49C7-8C40-7BF35685EE38},0.001184571906306
"64",Structure,Neuse River Trail - # 222,Existing,"222",Metal,0.050947730000000,11.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{83CAF466-52CC-4F94-BF23-F3BE995C544A},0.000820038538486
"65",Trail,Neuse River Trail,Existing,NA,Asphalt,0.029226430000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{EB97BCE4-3DA4-4E30-8529-28484D65CC93},0.000469629023526
"66",Trail,Neuse River Trail,Existing,NA,Asphalt,0.111554670000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{185D93E4-4A56-4D22-AEA8-1EE6873CA381},0.001758234121752
"67",Structure,Neuse River Trail - # 224,Existing,"224",Wood Decking,0.017012360000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"315",{31AB957E-865B-49BD-8766-5FDD53206B1A},0.000291065276197
"68",Trail,Neuse River Trail,Existing,NA,Asphalt,0.249079140000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"306",{6CC36971-C08A-474F-9C5B-337DFE45AE5F},0.003625222494862
"69",Structure,Neuse River Trail - # 234,Existing,"234",Metal,0.018939360000000,11.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{332BC909-BAD0-42B9-A823-C09972B016C8},0.000274843695910
"70",Trail,Neuse River Trail,Existing,NA,Asphalt,0.166681950000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{B746050D-2EBC-44C7-9404-7AE037630BEF},0.002438025249458
"71",Trail,Neuse River Trail,Existing,NA,Asphalt,0.020109890000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{F5AE7EB2-0FE9-4A0E-A238-6A3027A7A82B},0.000339709126642
"72",Structure,Neuse River Trail - # 233,Existing,"233",Wood Decking,0.041978530000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{68A97F36-7F4C-44E0-9493-CAAD776F73C1},0.000609331891275
"73",Trail,Neuse River Trail,Existing,NA,Asphalt,0.342335060000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{488ACCEB-3B82-4F96-9114-A935CCE92765},0.005047188844548
"74",Structure,Neuse River Trail - # 232,Existing,"232",Wood Decking,0.016483460000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"302",{B5669454-6135-4C47-B830-E0F1DBC3502C},0.000244729958879
"75",Structure,Neuse River Trail - # 244,Existing,"244",Metal,0.052147450000000,12.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"295",{5374A4B6-E393-472A-80F2-C8D106B6A6A0},0.000905366165471
"76",Trail,Neuse River Trail,Existing,NA,Asphalt,0.225741850000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"295",{7BC6CDB7-D66D-4790-A73B-F0DDFFE17CDD},0.003344843907363
"77",Structure,Neuse River Trail - # 242,Existing,"242",Wood Decking,0.029965210000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,CLOSED_TEMP,"295",{E513B2A9-B29E-4E06-86AF-20BDBC06953F},0.000438931010955
"78",Trail,Neuse River Trail,Existing,NA,Asphalt,0.749778750000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"295",{9EB33911-2809-4078-B8B0-E8CCEF8E88C0},0.011866476013900
"79",Structure,Neuse River Trail - # 241,Existing,"241",Wood Decking,0.026988020000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"306",{5859D835-558F-45C3-9FEE-C8CBE31D1686},0.000460094246397
"80",Trail,Neuse River Trail,Existing,NA,Asphalt,0.304893610000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"306",{556B32F3-F814-486B-B7D6-973A82465917},0.004738946522389
"81",Structure,Neuse River Trail - # 240,Existing,"240",Wood Decking,0.047344140000000,10.000000000000000,Boardwalk,5.000000000000000,Neuse River Trail,COR,YES,OPEN,"306",{A0F62612-3F72-4136-8205-11BB41F4DE2A},0.000787119845508
"82",Trail,Neuse River Trail,Existing,NA,Asphalt,0.404619010000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"306",{351C0944-8542-4290-8A72-D162589559E3},0.006032291120033
"83",Trail,Neuse River Trail,Existing,NA,Asphalt,0.089417040000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,CLOSED_TEMP,"289",{DCA7D1C0-0189-462F-ACBB-D945E64F16F0},0.001303111803812
"84",Structure,Neuse River Trail -  # 98,Existing,"98",Wood Decking,0.076404220000000,11.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,YES,CLOSED_TEMP,"289",{3B6CD751-BBD2-4B30-A57A-13E8D2313738},0.001109471928453
"85",Trail,Neuse River Trail,Existing,NA,Asphalt,0.022833230000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"289",{51F1F389-1FDB-4159-92B2-8562A078B9C1},0.000367080165792
"86",Structure,Neuse River Trail -  # 96,Existing,"96",Wood Decking,0.092048880000000,9.000000000000000,Bridge,5.000000000000000,Neuse River Trail,COR,NO,CLOSED_TEMP,"304",{DD8FED99-E1BD-46C4-BA6D-5485B3638FA0},0.001339972720474
"87",Trail,Neuse River Trail,Existing,NA,Asphalt,0.339391050000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,CLOSED_TEMP,"304",{74390808-E018-4E31-8858-2E327B929D33},0.005328094656120
"88",Trail,Spring Forest Trail,Existing,NA,Asphalt,0.277951880000000,10.000000000000000,NA,0.000000000000000,Spring Forest Trail,COR,YES,OPEN,"365",{DD20C0E0-473C-4B00-AC60-79716096C30C},0.004096183684884
"89",Trail,Lower Walnut - Walnut Creek Park Segment,Existing,NA,Asphalt,0.318172550000000,10.000000000000000,NA,0.000000000000000,Walnut Creek Trail,COR,YES,OPEN,"223",{53BE7854-20C5-4593-94D9-1EA93B627891},0.005238746518690
"90",Trail,Lower Walnut Creek - Worthdale Segment,Existing,NA,Asphalt,0.079219610000000,10.000000000000000,NA,0.000000000000000,Walnut Creek Trail,COR,NO,OPEN,"225",{166D2798-CD09-4DE9-910C-95118CC9904B},0.001379469849348
"91",Trail,Birch Ridge Connector,Existing,NA,Asphalt,0.248901660000000,8.000000000000000,NA,0.000000000000000,Birch Ridge Connector,COR,NO,OPEN,"60",{8F7E13CE-F8BC-40FA-9D48-2864AD6B74AE},0.003650286810377
"92",Trail,Birch Ridge Connector,Existing,NA,Asphalt,0.061664270000000,8.000000000000000,NA,0.000000000000000,Birch Ridge Connector,COR,NO,OPEN,"59",{318DB45E-6302-4776-A284-D841DE9E0886},0.000955667695914
"93",Trail,Brentwood Trail,Existing,NA,Asphalt,0.153010730000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"63",{F6BCFCAE-2EB4-4859-8AB8-A3E0EDD7D9A4},0.002299050779802
"94",Structure,Brentwood Trail -  # 102,Existing,"102",Wood Decking,0.014970010000000,8.000000000000000,Bridge,5.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"63",{7148E7E4-1540-4418-8855-9957DA06F5A3},0.000266638019040
"95",Trail,Brentwood Trail,Existing,NA,Asphalt,0.021957660000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"62",{9528E2C1-DD96-4AB3-B22B-70A4F108434A},0.000322095629016
"96",Trail,Brentwood Trail,Existing,NA,Asphalt,0.008660190000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"62",{EE725075-BAE4-4AD3-A332-CF193E6E23A5},0.000126658914093
"97",Structure,Brentwood Trail -  # 103,Existing,"103",Wood Decking,0.007576450000000,6.000000000000000,Bridge,5.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"62",{D4AD28DF-AF20-4F4C-97FA-1A16A78881CA},0.000131402830832
"98",Trail,Brentwood Trail,Existing,NA,Asphalt,0.033859830000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"62",{3FD43CF9-CF57-49FA-8B96-7F41C10BF2FC},0.000508513493137
"99",Trail,Brentwood Trail,Existing,NA,Asphalt,0.061863080000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"61",{F12B4467-410C-4CDB-BFAE-7C7C9FB4C952},0.000943335609702
"100",Trail,Brentwood Trail,Existing,NA,Asphalt,0.022393270000000,8.000000000000000,NA,0.000000000000000,Marsh Creek Trail,COR,NO,OPEN,"61",{900F3987-A8CC-4192-A0E7-A0F63D1639CA},0.000325358016934
"101",Trail,Honeycutt Creek Trail,Existing,NA,Concrete,0.220970330000000,6.000000000000000,Sidewalk,0.000000000000000,Honeycutt Creek Trail,COR,NO,OPEN,"159",{3230BAC4-6F57-4D8C-B105-4538624435D2},0.003289115599813
"102",Trail,Baileywick Trail,Existing,NA,Asphalt,0.081130390000000,10.000000000000000,NA,0.000000000000000,Baileywick Trail,COR,YES,OPEN,"31",{662F3561-9F66-478C-ACD1-B89A9B36854D},0.001178701466666
"103",Trail,Baileywick Trail,Existing,NA,Asphalt,0.407954680000000,10.000000000000000,NA,0.000000000000000,Baileywick Trail,COR,YES,OPEN,"32",{9E79D3D1-D4C5-4AB1-AF00-89DF2CAF3EBB},0.006080443677364
"104",Structure,Baileywick Park -  # 2,Existing,"2",Wood Decking,0.005867400000000,10.000000000000000,Bridge,5.000000000000000,Baileywick Trail,COR,YES,OPEN,"34",{17ED9CC6-B04F-4D1D-9787-DA05CB625C71},0.000086904737103
"105",Trail,Baileywick Trail,Existing,NA,Asphalt,0.095560960000000,10.000000000000000,NA,0.000000000000000,Baileywick Trail,COR,YES,OPEN,"34",{252A4A33-2708-4FED-9676-9A872377547D},0.001501911180125
"106",Trail,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.506546230000000,8.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,NO,OPEN,"155",{172826EE-DA8B-4645-A2CF-981673ED829C},0.007880904956531
"107",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.031206110000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"195",{F3635B61-5C90-44FB-9202-7937D9F35CE1},0.000492886951493
"108",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.527176920000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"195",{2F9BD2C8-5266-405F-95EC-E73D11284D34},0.008380140611458
"109",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.370819610000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"195",{C745D4F9-B2CF-4BB3-9B8C-DF93A7D24AFB},0.005799999106269
"110",Structure,Lake Lynn Segment -  # 10,Existing,"10",Wood Decking,0.035840410000000,10.000000000000000,Bridge,5.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"196",{670EBF88-B78E-4651-AC60-F3C2E00AA0B2},0.000606363203672
"111",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.311372410000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"197",{F61DD2ED-129C-4067-9963-B7B0503D82A9},0.004964797807330
"112",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.226010360000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"196",{79EEABF7-0C45-4BB7-A2BF-9E806DEFB231},0.003391219220810
"113",Structure,Lake Lynn Segment -  # 13,Existing,"13",Wood Decking,0.134792930000000,10.000000000000000,Bridge,5.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"197",{89863920-23E2-45D0-A5B0-E9474480F7FF},0.002014816160087
"114",Structure,Lake Lynn Segment -  # 9,Existing,"9",Wood Decking,0.035890800000000,10.000000000000000,Bridge,5.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"196",{2D9FF8C3-0ED8-4B8E-86F6-6190461C17B0},0.000576490795409
"115",Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.175658870000000,10.000000000000000,NA,0.000000000000000,Hare Snipe Creek Trail,COR,YES,OPEN,"196",{94596A4B-5FFA-4F13-9138-5875B3473225},0.002619558118914
